input_bod,input_cod,input_heavy_metals,input_virus,input_bacteria,pH,temperature,flow_rate,biofilter_media,filter_age,output_bod,output_cod,output_heavy_metals,output_virus,output_bacteria,recommended_biofilter
125.1,438.7,0.061,288,9465,8.94,37.4,5.9,woodchips,15,36.6,140.5,0.014,73,2702,Advanced Bio-scrubber
589.6,875.1,0.054,206,3306,5.68,28.6,3.55,biochar,28,190.5,313.2,0.017,65,795,Advanced Bio-scrubber
517.9,322.0,0.084,105,1421,5.84,39.3,9.54,gravel,68,113.4,78.3,0.034,20,212,Trickling Biofilter
130.4,840.8,0.027,185,6540,8.02,29.0,8.58,activated carbon,62,50.9,179.2,0.005,35,1315,Trickling Biofilter
132.6,1166.9,0.085,133,5675,6.49,22.9,7.5,gravel,17,52.5,357.5,0.022,40,604,Trickling Biofilter
691.7,203.3,0.084,202,7748,6.15,27.8,1.7,activated carbon,87,213.8,43.2,0.031,63,1777,Advanced Bio-scrubber
312.0,839.9,0.115,226,7103,5.64,39.0,1.96,gravel,19,121.7,296.7,0.024,86,1498,Advanced Bio-scrubber
309.8,588.1,0.126,275,2473,5.58,26.4,5.44,woodchips,76,73.1,202.2,0.017,46,577,Trickling Biofilter
583.9,1055.0,0.069,254,4243,8.21,37.4,2.45,gravel,47,119.7,397.0,0.027,61,1214,Advanced Bio-scrubber
667.3,294.9,0.049,22,3181,5.97,37.6,9.8,gravel,38,138.7,96.7,0.012,4,755,Trickling Biofilter
691.3,861.9,0.043,227,4096,7.14,27.0,2.43,woodchips,24,219.5,184.0,0.011,28,672,Advanced Bio-scrubber
547.1,1021.9,0.033,216,7646,7.62,21.7,5.39,activated carbon,96,116.2,256.1,0.009,48,1069,Advanced Bio-scrubber
313.3,1139.1,0.013,144,6882,7.0,34.5,4.28,activated carbon,32,122.7,411.9,0.001,31,1865,Trickling Biofilter
131.8,851.6,0.055,157,6982,5.59,26.2,6.75,woodchips,91,30.1,198.8,0.021,28,970,Advanced Bio-scrubber
561.8,646.9,0.044,44,6798,8.24,35.7,2.16,gravel,55,146.6,219.7,0.009,8,900,Trickling Biofilter
426.2,779.6,0.145,87,9415,5.54,28.9,4.87,gravel,92,155.4,277.6,0.032,18,1331,Trickling Biofilter
343.0,1055.8,0.086,80,9411,8.17,29.7,3.47,gravel,37,83.6,280.9,0.013,32,1899,Trickling Biofilter
641.9,727.7,0.055,48,9456,8.63,35.6,8.99,biochar,35,159.6,192.4,0.012,16,1180,Advanced Bio-scrubber
148.9,133.4,0.089,38,5524,7.01,27.6,1.37,activated carbon,19,48.9,41.6,0.03,5,1589,Trickling Biofilter
385.4,1124.0,0.025,190,7559,7.37,28.9,9.22,gravel,56,98.4,418.4,0.008,69,2217,Trickling Biofilter
87.0,858.5,0.069,93,8620,7.17,27.5,8.5,activated carbon,13,21.2,210.1,0.026,27,2541,Trickling Biofilter
370.6,844.2,0.096,80,3774,6.86,27.3,3.68,gravel,64,93.0,327.8,0.021,29,407,Trickling Biofilter
114.9,337.2,0.076,172,6673,8.61,30.5,8.1,woodchips,75,34.3,107.8,0.024,35,1930,Trickling Biofilter
153.7,824.8,0.063,295,4124,8.63,36.2,1.28,woodchips,76,60.4,328.6,0.016,71,1235,Advanced Bio-scrubber
152.9,533.3,0.149,67,9671,6.68,27.2,9.7,activated carbon,16,56.0,116.2,0.051,25,2790,Trickling Biofilter
482.5,816.4,0.133,230,2353,7.65,30.5,5.74,activated carbon,64,124.0,183.9,0.042,42,551,Trickling Biofilter
542.5,217.3,0.095,158,4854,8.74,33.4,3.73,woodchips,89,147.9,79.4,0.02,59,1166,Advanced Bio-scrubber
441.7,823.6,0.088,129,9134,8.87,25.4,4.26,biochar,40,129.4,307.2,0.018,45,1137,Trickling Biofilter
676.5,1199.4,0.095,202,1924,7.28,25.6,1.6,woodchips,83,267.7,346.7,0.017,80,529,Advanced Bio-scrubber
312.4,153.0,0.034,47,3170,7.08,38.7,9.9,gravel,28,73.3,52.5,0.009,9,355,Compost Biofilter
257.1,1174.9,0.062,216,6506,6.48,34.5,1.35,biochar,37,69.8,438.8,0.024,37,1064,Advanced Bio-scrubber
618.5,547.6,0.011,210,3395,8.86,31.5,6.89,woodchips,90,213.9,114.2,0.002,42,1012,Advanced Bio-scrubber
218.6,1057.8,0.074,70,9220,6.0,33.0,4.98,biochar,37,85.9,333.0,0.01,27,1701,Trickling Biofilter
677.2,960.6,0.084,168,9226,7.53,20.6,9.54,biochar,28,156.5,356.1,0.011,34,1165,Advanced Bio-scrubber
87.5,723.7,0.038,287,6515,6.49,32.4,3.21,biochar,96,21.5,202.4,0.013,77,1914,Trickling Biofilter
681.3,912.3,0.145,69,3670,6.48,30.2,5.79,activated carbon,29,167.0,237.6,0.03,15,1089,Advanced Bio-scrubber
106.8,1066.4,0.137,265,4365,6.92,30.9,5.34,woodchips,22,21.8,383.0,0.023,58,600,Advanced Bio-scrubber
632.5,544.6,0.11,132,1588,9.0,27.2,7.33,activated carbon,86,202.9,145.5,0.023,21,433,Trickling Biofilter
407.2,459.7,0.082,189,4138,5.69,21.6,1.61,activated carbon,52,136.1,92.2,0.024,49,737,Advanced Bio-scrubber
695.6,834.4,0.131,185,7663,7.52,23.9,2.74,gravel,20,222.9,327.0,0.035,66,1351,Advanced Bio-scrubber
125.8,988.6,0.024,33,5086,5.79,39.0,2.93,gravel,57,27.0,314.8,0.008,4,776,Trickling Biofilter
423.4,938.5,0.12,222,9531,6.04,28.2,7.64,biochar,24,90.5,341.5,0.024,81,1038,Advanced Bio-scrubber
681.0,977.6,0.023,208,5270,7.04,29.3,2.7,biochar,26,164.9,356.9,0.005,62,809,Advanced Bio-scrubber
404.3,579.1,0.12,174,7019,7.29,21.1,6.16,gravel,63,104.3,123.5,0.016,50,777,Advanced Bio-scrubber
470.2,999.6,0.045,74,1556,6.41,20.8,2.94,gravel,59,168.0,234.1,0.005,21,443,Compost Biofilter
511.4,232.2,0.132,201,9022,6.61,34.3,8.75,woodchips,37,118.6,60.9,0.032,38,2096,Advanced Bio-scrubber
361.8,698.9,0.142,229,6452,5.8,30.8,9.48,biochar,92,75.6,184.6,0.027,51,1789,Advanced Bio-scrubber
469.1,106.3,0.027,94,4567,6.56,30.2,5.67,biochar,13,130.8,35.3,0.008,32,1112,Compost Biofilter
442.3,457.0,0.072,296,4899,8.88,24.9,4.17,gravel,31,125.3,148.4,0.008,57,619,Advanced Bio-scrubber
638.7,503.1,0.147,152,7477,8.81,34.9,3.11,woodchips,95,185.3,150.4,0.02,37,2154,Advanced Bio-scrubber
108.2,535.8,0.075,78,8500,6.67,23.4,1.45,gravel,48,39.5,129.8,0.027,8,2380,Trickling Biofilter
254.2,865.0,0.13,201,2016,7.5,23.8,3.42,gravel,43,55.8,239.1,0.035,64,342,Trickling Biofilter
669.3,527.4,0.09,83,7470,8.68,29.2,6.89,activated carbon,53,228.1,162.8,0.028,19,914,Advanced Bio-scrubber
632.0,593.6,0.059,279,3062,5.52,25.7,5.8,biochar,51,169.1,174.3,0.021,72,737,Advanced Bio-scrubber
362.5,361.3,0.046,212,5321,8.34,24.9,9.5,woodchips,49,95.0,81.5,0.011,28,1307,Trickling Biofilter
464.5,510.6,0.034,162,4496,8.82,32.9,4.57,activated carbon,21,179.5,168.4,0.011,64,1256,Trickling Biofilter
252.0,350.0,0.115,123,2813,5.82,33.0,7.24,biochar,11,62.9,75.1,0.03,23,311,Compost Biofilter
196.6,180.5,0.061,233,7256,6.07,36.5,5.4,gravel,37,64.6,49.8,0.01,68,931,Trickling Biofilter
367.5,763.8,0.079,261,3313,8.86,28.4,5.61,woodchips,83,93.7,261.2,0.016,72,728,Advanced Bio-scrubber
299.1,835.0,0.076,228,2231,7.38,21.5,3.41,biochar,95,90.2,170.3,0.019,77,499,Trickling Biofilter
441.9,781.4,0.089,112,6831,5.55,25.5,5.09,gravel,90,157.9,245.4,0.017,21,729,Trickling Biofilter
128.2,609.8,0.131,161,3999,6.4,39.6,5.24,activated carbon,99,48.2,162.8,0.026,53,717,Advanced Bio-scrubber
684.1,517.8,0.147,131,4440,7.07,31.9,7.36,woodchips,76,251.6,104.5,0.03,28,963,Advanced Bio-scrubber
691.5,1049.7,0.064,78,5056,7.93,34.2,9.47,biochar,80,218.8,249.9,0.009,17,1252,Advanced Bio-scrubber
512.9,671.0,0.125,62,1305,8.07,20.1,3.96,activated carbon,81,128.1,260.5,0.016,19,213,Trickling Biofilter
412.4,627.1,0.116,226,2689,8.98,30.4,1.38,gravel,93,137.0,190.8,0.013,76,529,Trickling Biofilter
271.9,128.2,0.088,287,4917,6.51,20.8,5.47,gravel,85,93.0,51.2,0.012,86,1292,Trickling Biofilter
584.6,475.4,0.144,137,8080,7.38,31.4,5.9,biochar,90,118.2,145.0,0.029,51,2349,Advanced Bio-scrubber
504.5,518.2,0.034,39,9611,7.37,38.4,2.52,gravel,19,145.2,160.0,0.009,7,1404,Trickling Biofilter
180.8,538.7,0.021,241,3936,6.92,39.4,7.84,woodchips,95,66.7,150.0,0.003,89,593,Trickling Biofilter
644.8,738.2,0.129,185,4862,6.09,30.8,9.86,biochar,66,192.1,193.4,0.047,26,1400,Advanced Bio-scrubber
590.0,687.0,0.069,150,6649,8.92,29.2,9.51,activated carbon,95,154.7,172.0,0.024,45,1191,Advanced Bio-scrubber
668.9,768.7,0.128,175,4261,8.49,38.9,2.77,biochar,46,250.4,206.5,0.033,46,1038,Advanced Bio-scrubber
529.9,941.4,0.134,203,2819,7.24,33.5,8.88,biochar,86,122.5,274.9,0.043,50,627,Advanced Bio-scrubber
460.3,994.3,0.014,109,2342,7.61,21.3,7.34,activated carbon,73,111.1,237.0,0.003,21,368,Compost Biofilter
339.3,889.9,0.133,113,6560,6.3,29.3,5.08,gravel,88,114.5,218.0,0.015,28,1513,Trickling Biofilter
658.3,1151.1,0.07,32,3226,7.4,24.8,5.87,activated carbon,95,178.1,292.7,0.026,5,746,Advanced Bio-scrubber
617.0,120.1,0.079,249,2079,7.93,29.4,8.65,woodchips,49,211.4,34.8,0.011,52,454,Trickling Biofilter
108.0,315.4,0.096,45,5206,7.3,29.1,5.32,gravel,69,25.0,104.3,0.037,6,624,Trickling Biofilter
96.3,108.3,0.139,94,7280,8.97,31.6,4.36,biochar,57,24.1,40.2,0.038,26,2177,Trickling Biofilter
313.4,812.2,0.008,169,8235,7.64,27.1,5.44,gravel,28,72.5,209.1,0.002,22,1483,Trickling Biofilter
582.5,1087.8,0.074,167,1813,6.8,23.3,6.21,gravel,81,227.5,257.5,0.018,25,413,Advanced Bio-scrubber
692.1,367.8,0.105,27,6089,8.2,30.1,2.7,woodchips,42,194.5,101.4,0.026,3,1688,Trickling Biofilter
173.3,1119.7,0.11,48,3031,6.1,36.6,9.11,gravel,53,46.3,424.2,0.012,10,560,Trickling Biofilter
448.4,166.3,0.105,228,9514,6.85,33.3,7.07,gravel,46,91.0,33.6,0.022,80,2424,Trickling Biofilter
316.2,1127.9,0.024,147,6911,6.71,26.8,6.7,gravel,98,72.9,378.5,0.008,55,2034,Trickling Biofilter
681.3,486.8,0.048,135,3653,7.01,38.7,1.9,biochar,45,193.6,143.8,0.012,16,628,Trickling Biofilter
602.1,211.6,0.057,163,4340,8.24,38.2,6.44,gravel,90,128.7,49.1,0.01,47,786,Advanced Bio-scrubber
599.8,634.5,0.122,254,8876,7.19,24.2,2.09,activated carbon,97,181.2,167.6,0.024,78,2495,Advanced Bio-scrubber
370.6,382.5,0.045,26,2141,8.28,20.8,1.71,gravel,30,107.8,93.7,0.016,7,282,Compost Biofilter
337.2,413.4,0.036,64,9558,7.52,34.8,5.75,woodchips,11,119.2,155.3,0.009,19,1010,Trickling Biofilter
249.5,438.0,0.144,258,3897,6.7,36.6,4.63,gravel,40,82.8,129.8,0.037,44,1098,Advanced Bio-scrubber
115.0,983.3,0.006,174,5041,8.33,39.4,6.3,gravel,39,33.3,307.4,0.002,43,1332,Trickling Biofilter
616.1,693.1,0.15,200,3038,6.33,37.8,1.8,biochar,85,150.9,220.9,0.029,43,895,Advanced Bio-scrubber
584.0,442.4,0.103,234,5270,6.29,32.0,4.88,activated carbon,53,201.7,145.1,0.025,30,588,Advanced Bio-scrubber
699.8,771.4,0.125,107,5683,7.27,30.6,2.57,gravel,21,239.0,230.7,0.043,31,746,Advanced Bio-scrubber
697.9,887.8,0.048,275,1494,6.41,20.6,9.88,activated carbon,60,161.0,180.7,0.016,68,181,Trickling Biofilter
424.4,399.9,0.007,92,8116,5.53,24.9,6.05,woodchips,58,162.5,106.8,0.001,17,1921,Compost Biofilter
556.8,554.9,0.112,198,2784,7.77,29.2,7.19,biochar,33,118.5,131.4,0.016,48,616,Advanced Bio-scrubber
665.8,234.1,0.126,231,4510,7.29,32.6,3.93,activated carbon,33,140.5,78.7,0.039,77,775,Advanced Bio-scrubber
606.8,299.3,0.112,253,4786,7.06,31.1,1.85,biochar,69,144.1,63.3,0.02,86,534,Advanced Bio-scrubber
233.4,849.2,0.026,258,6266,8.88,34.9,9.78,gravel,20,89.1,265.6,0.01,76,1428,Trickling Biofilter
359.3,299.6,0.114,242,6428,7.5,25.6,3.58,woodchips,22,109.2,72.5,0.016,58,1376,Trickling Biofilter
160.1,677.7,0.116,138,7681,8.52,31.3,4.81,biochar,81,57.2,264.1,0.023,38,942,Trickling Biofilter
671.5,880.0,0.1,283,7893,5.99,21.8,6.85,gravel,83,164.9,235.1,0.012,61,2224,Advanced Bio-scrubber
455.8,217.6,0.116,226,5658,7.49,28.3,1.22,activated carbon,81,135.8,57.7,0.036,31,791,Trickling Biofilter
221.8,724.0,0.128,114,8082,8.54,35.0,8.29,woodchips,73,60.3,278.5,0.047,25,2010,Trickling Biofilter
496.5,382.2,0.094,241,7869,7.54,33.9,5.83,woodchips,29,181.5,108.3,0.027,62,2180,Trickling Biofilter
463.2,1159.2,0.018,295,8607,8.01,39.8,3.5,activated carbon,81,94.7,455.1,0.007,82,1858,Trickling Biofilter
302.1,631.9,0.076,250,8669,6.8,25.6,1.55,activated carbon,82,75.2,129.4,0.011,95,1295,Advanced Bio-scrubber
150.4,986.6,0.016,138,7219,5.82,30.0,2.46,woodchips,80,34.7,257.8,0.002,46,1168,Trickling Biofilter
496.4,705.2,0.064,287,5534,7.1,26.6,9.06,biochar,87,184.6,235.0,0.022,42,1534,Advanced Bio-scrubber
402.6,147.8,0.064,292,6979,6.88,28.8,7.17,woodchips,37,118.2,55.9,0.023,44,1114,Trickling Biofilter
558.8,796.5,0.015,83,9890,8.53,37.1,3.25,activated carbon,11,156.9,200.1,0.005,11,2465,Trickling Biofilter
402.5,1146.5,0.056,30,2312,6.35,33.7,1.59,biochar,52,116.7,442.7,0.019,10,689,Trickling Biofilter
608.4,761.8,0.021,117,3962,8.88,37.6,7.22,gravel,17,239.9,242.9,0.004,36,1188,Trickling Biofilter
422.2,1001.1,0.122,90,3938,8.85,24.1,6.15,woodchips,22,156.2,360.6,0.02,36,814,Trickling Biofilter
427.8,1072.6,0.142,77,4197,6.37,37.5,4.64,activated carbon,94,146.0,299.7,0.054,20,1114,Trickling Biofilter
623.5,350.9,0.015,270,6296,6.72,21.2,4.27,gravel,44,160.9,85.1,0.003,94,1877,Trickling Biofilter
330.2,333.2,0.143,295,8204,8.63,37.8,2.95,woodchips,32,76.9,127.4,0.031,81,1435,Trickling Biofilter
163.1,772.1,0.081,69,6730,8.88,26.6,7.03,woodchips,55,62.7,298.5,0.025,25,1013,Trickling Biofilter
97.8,552.1,0.048,235,1126,7.05,26.3,9.74,biochar,24,27.8,165.4,0.009,74,138,Trickling Biofilter
548.2,1023.8,0.016,71,6602,6.62,30.2,2.58,activated carbon,11,140.2,206.1,0.006,21,846,Trickling Biofilter
464.6,1090.0,0.078,290,2191,7.34,38.8,6.37,gravel,70,136.7,241.9,0.009,78,593,Trickling Biofilter
516.5,488.8,0.12,103,3639,7.91,21.0,4.82,woodchips,85,198.1,153.8,0.04,33,792,Advanced Bio-scrubber
212.0,360.6,0.108,145,2366,6.46,27.0,5.02,biochar,73,58.8,73.8,0.03,33,650,Compost Biofilter
164.6,958.6,0.012,91,7453,8.08,37.1,3.29,gravel,61,51.4,267.8,0.003,12,1922,Trickling Biofilter
89.0,402.3,0.016,255,7671,5.68,27.9,8.43,gravel,45,32.1,104.9,0.004,29,1801,Trickling Biofilter
297.4,1004.9,0.063,75,7683,5.67,24.0,5.37,woodchips,76,84.9,344.5,0.012,18,1705,Trickling Biofilter
445.7,566.1,0.048,129,5539,6.85,28.5,5.89,gravel,78,110.0,119.5,0.011,36,607,Trickling Biofilter
323.2,834.3,0.039,211,9876,6.74,27.7,3.74,woodchips,76,128.9,248.4,0.009,26,2711,Trickling Biofilter
351.2,205.1,0.046,112,3887,6.6,38.3,2.64,biochar,56,137.4,64.8,0.013,21,714,Compost Biofilter
640.6,786.2,0.122,75,5086,7.22,35.2,1.77,biochar,92,236.2,254.3,0.023,15,1078,Advanced Bio-scrubber
295.9,596.9,0.14,79,3261,6.62,30.1,7.43,gravel,11,99.9,167.7,0.017,21,340,Trickling Biofilter
398.7,745.3,0.064,157,5180,6.17,39.8,2.77,woodchips,53,103.3,194.4,0.009,29,1488,Advanced Bio-scrubber
565.9,284.8,0.136,58,3841,6.58,29.3,7.21,activated carbon,73,216.6,95.8,0.042,7,1078,Trickling Biofilter
325.9,910.6,0.052,47,7040,8.91,21.2,4.51,biochar,90,83.1,336.5,0.006,7,1469,Trickling Biofilter
465.7,1049.1,0.074,68,4560,6.94,25.2,4.74,woodchips,87,167.7,355.4,0.026,10,983,Trickling Biofilter
614.7,338.4,0.038,144,5758,7.06,28.7,5.22,woodchips,37,235.8,130.8,0.012,51,1388,Trickling Biofilter
668.7,205.3,0.098,32,1626,7.52,23.1,4.31,woodchips,63,214.4,70.5,0.032,6,249,Trickling Biofilter
171.2,126.0,0.147,55,6014,8.94,39.0,1.91,gravel,83,61.7,44.5,0.052,17,868,Trickling Biofilter
654.5,806.2,0.093,120,2375,6.35,35.3,3.79,activated carbon,76,234.5,188.3,0.013,32,558,Trickling Biofilter
385.1,767.8,0.057,105,2181,7.88,25.4,6.97,gravel,45,91.9,218.0,0.02,41,264,Trickling Biofilter
240.1,701.4,0.099,23,6708,8.01,31.8,6.99,biochar,72,80.1,208.3,0.025,4,1280,Trickling Biofilter
364.7,355.1,0.023,242,1490,7.63,34.4,3.58,gravel,34,79.8,89.2,0.008,36,296,Compost Biofilter
687.6,530.0,0.134,185,4729,5.81,38.8,5.14,woodchips,95,207.4,162.0,0.049,21,834,Advanced Bio-scrubber
385.4,753.9,0.078,297,6974,7.87,37.6,2.74,gravel,57,89.6,194.6,0.008,51,956,Advanced Bio-scrubber
283.8,646.4,0.07,149,4534,5.72,30.3,2.89,woodchips,48,80.4,218.2,0.015,45,776,Trickling Biofilter
472.7,1186.6,0.09,50,4296,7.59,35.5,1.21,activated carbon,56,173.3,348.9,0.023,6,720,Trickling Biofilter
228.9,250.1,0.096,30,2940,8.09,31.2,9.07,gravel,30,91.0,73.0,0.029,5,588,Compost Biofilter
127.0,864.7,0.015,115,6014,6.24,31.1,2.9,gravel,39,33.5,343.1,0.003,41,1413,Trickling Biofilter
159.9,544.8,0.104,209,2882,8.45,22.3,3.05,gravel,40,49.0,151.7,0.018,57,846,Trickling Biofilter
159.4,571.0,0.04,211,5908,5.61,22.5,3.52,woodchips,35,48.2,155.6,0.009,26,761,Trickling Biofilter
174.2,889.4,0.109,285,3987,8.45,30.6,2.15,woodchips,31,68.1,234.6,0.027,33,1095,Advanced Bio-scrubber
166.1,861.7,0.124,147,6585,7.11,25.4,6.75,gravel,30,49.1,326.5,0.048,17,1033,Trickling Biofilter
477.3,1190.4,0.122,257,4159,6.26,20.4,1.68,gravel,10,162.2,356.3,0.04,98,908,Advanced Bio-scrubber
192.8,241.2,0.085,131,5530,5.97,34.5,2.21,activated carbon,46,74.1,77.2,0.019,46,1158,Trickling Biofilter
294.3,214.5,0.08,164,1681,8.84,20.6,6.8,activated carbon,86,80.8,50.7,0.009,58,355,Trickling Biofilter
636.0,896.8,0.026,84,6254,5.75,31.9,4.06,biochar,94,241.9,276.4,0.004,32,1530,Trickling Biofilter
373.9,736.2,0.117,266,2073,6.2,30.8,7.37,activated carbon,55,143.4,187.7,0.028,67,366,Trickling Biofilter
493.9,401.6,0.044,242,3387,6.72,39.4,6.02,activated carbon,18,190.7,139.0,0.015,42,555,Trickling Biofilter
186.8,187.4,0.077,125,3693,7.67,29.7,3.3,activated carbon,26,47.5,68.7,0.016,28,999,Trickling Biofilter
199.2,194.2,0.046,200,5340,7.41,21.3,6.86,woodchips,56,55.8,66.6,0.012,63,769,Trickling Biofilter
105.3,1083.6,0.024,203,3156,5.94,31.0,2.05,activated carbon,94,39.4,375.0,0.009,74,429,Trickling Biofilter
184.7,311.1,0.096,245,8966,6.51,36.8,5.83,activated carbon,68,50.2,94.1,0.036,56,925,Trickling Biofilter
252.7,455.7,0.013,284,3580,6.34,39.9,4.93,gravel,63,80.9,156.0,0.002,74,509,Trickling Biofilter
189.7,349.3,0.114,297,8257,6.25,28.6,3.41,woodchips,95,42.4,99.4,0.013,113,1682,Trickling Biofilter
135.0,490.5,0.051,108,3159,6.94,26.4,6.44,biochar,21,28.5,162.0,0.01,14,656,Trickling Biofilter
154.8,176.4,0.005,195,7772,7.96,38.1,8.84,biochar,73,43.7,44.4,0.002,70,1173,Trickling Biofilter
365.7,671.0,0.079,37,2627,6.26,23.8,9.99,activated carbon,15,115.5,143.6,0.03,5,301,Trickling Biofilter
207.9,174.4,0.012,125,9219,6.78,32.3,6.47,biochar,62,57.9,49.3,0.001,31,2295,Compost Biofilter
305.8,980.4,0.045,290,8080,6.87,28.1,4.64,biochar,25,96.5,286.6,0.005,48,2033,Trickling Biofilter
392.1,357.1,0.108,186,2985,8.92,20.8,3.03,biochar,99,118.8,89.7,0.039,52,894,Trickling Biofilter
508.0,694.0,0.014,32,9488,8.84,26.9,3.31,activated carbon,14,171.3,239.8,0.005,9,2657,Trickling Biofilter
104.4,1068.1,0.127,51,3181,8.3,25.3,5.32,biochar,82,34.4,229.3,0.051,11,907,Trickling Biofilter
575.6,816.0,0.006,59,3296,6.35,33.7,4.31,activated carbon,55,164.0,199.6,0.001,21,856,Trickling Biofilter
469.3,686.3,0.041,167,8164,5.74,39.0,9.22,gravel,23,133.8,240.0,0.009,50,1821,Trickling Biofilter
130.7,456.8,0.112,237,3597,6.61,25.4,4.31,gravel,53,29.8,131.3,0.017,75,452,Advanced Bio-scrubber
621.6,466.3,0.051,238,1901,6.43,36.2,4.36,biochar,72,188.1,159.0,0.007,35,427,Advanced Bio-scrubber
650.9,836.4,0.02,101,7060,7.27,21.1,4.45,gravel,61,206.6,262.2,0.005,37,785,Trickling Biofilter
117.9,1193.6,0.057,227,2677,8.22,30.8,8.53,activated carbon,35,34.8,465.7,0.012,34,742,Trickling Biofilter
251.7,828.0,0.044,220,3881,8.5,21.4,6.86,gravel,62,66.7,264.6,0.005,37,762,Trickling Biofilter
579.8,713.6,0.127,57,6622,8.46,38.7,6.53,biochar,38,199.6,144.8,0.046,8,1586,Advanced Bio-scrubber
543.9,903.7,0.05,230,9052,6.76,35.3,4.01,activated carbon,28,116.9,244.5,0.008,53,1000,Advanced Bio-scrubber
194.4,611.7,0.119,268,2378,7.91,33.2,8.36,woodchips,56,74.4,139.8,0.039,98,492,Trickling Biofilter
209.8,166.2,0.134,246,2248,6.59,36.5,1.35,activated carbon,17,42.8,64.0,0.025,43,360,Trickling Biofilter
309.7,718.5,0.068,67,6650,5.71,33.0,8.84,gravel,32,121.5,158.6,0.023,14,1044,Trickling Biofilter
380.4,1153.4,0.137,37,7079,7.96,39.4,5.61,woodchips,44,111.3,320.1,0.019,13,1260,Trickling Biofilter
463.3,292.8,0.06,215,8036,5.53,34.3,4.58,activated carbon,62,130.9,71.8,0.02,61,805,Trickling Biofilter
308.7,859.0,0.145,206,7487,6.93,38.5,5.47,woodchips,67,77.6,317.3,0.019,67,1447,Advanced Bio-scrubber
366.8,321.0,0.018,243,2058,6.65,30.3,7.01,woodchips,14,74.1,84.0,0.004,40,406,Compost Biofilter
543.4,689.4,0.105,248,3048,7.93,22.3,1.11,woodchips,25,138.5,274.6,0.034,78,831,Advanced Bio-scrubber
102.7,206.3,0.077,96,7115,8.18,30.6,8.84,activated carbon,26,22.8,42.9,0.012,16,1350,Trickling Biofilter
236.5,595.4,0.061,207,5248,6.56,22.5,5.02,gravel,41,78.5,134.4,0.011,82,906,Advanced Bio-scrubber
522.3,931.8,0.097,289,3476,8.34,31.8,4.09,activated carbon,61,137.8,228.2,0.035,77,1039,Advanced Bio-scrubber
635.0,482.3,0.107,114,5603,6.53,29.6,2.24,gravel,29,224.4,174.7,0.039,35,1200,Advanced Bio-scrubber
397.2,831.4,0.006,151,4553,7.06,32.5,4.96,activated carbon,75,95.9,312.4,0.001,20,886,Trickling Biofilter
409.9,975.0,0.029,58,1220,8.04,20.2,5.47,activated carbon,93,155.8,208.9,0.004,10,243,Compost Biofilter
146.4,1119.9,0.108,91,5818,7.93,23.9,4.63,activated carbon,91,44.6,231.3,0.015,13,1523,Trickling Biofilter
357.4,358.1,0.102,179,8192,8.96,29.8,7.11,gravel,10,79.7,124.9,0.016,39,1377,Trickling Biofilter
410.2,539.2,0.145,206,5623,6.29,39.0,4.79,activated carbon,67,114.9,122.2,0.057,38,1000,Advanced Bio-scrubber
230.3,267.7,0.115,210,8349,7.82,27.7,9.65,woodchips,92,55.6,60.7,0.031,67,2097,Trickling Biofilter
246.9,1191.7,0.143,139,6618,7.63,28.5,6.39,activated carbon,53,59.2,243.7,0.034,18,758,Trickling Biofilter
313.9,1119.7,0.107,239,8209,8.7,34.3,8.27,woodchips,15,94.6,235.1,0.042,78,2241,Advanced Bio-scrubber
92.4,694.0,0.048,72,5576,6.05,32.1,1.98,biochar,59,30.9,175.4,0.013,8,1037,Trickling Biofilter
279.7,1026.2,0.02,241,2871,8.13,26.0,4.58,biochar,81,106.9,218.6,0.006,39,621,Trickling Biofilter
211.1,673.1,0.118,150,8915,7.49,28.2,4.03,gravel,97,63.4,184.3,0.024,51,2242,Trickling Biofilter
283.0,785.9,0.098,256,2462,6.46,24.4,6.13,gravel,29,111.3,288.1,0.021,83,377,Trickling Biofilter
154.3,198.0,0.012,265,6521,7.16,39.3,8.75,biochar,23,59.9,52.5,0.003,64,1813,Trickling Biofilter
632.1,930.8,0.057,245,9536,6.67,22.6,1.71,activated carbon,14,235.8,321.7,0.007,28,2821,Advanced Bio-scrubber
448.0,240.5,0.144,227,9236,7.53,27.4,1.65,activated carbon,50,134.4,52.6,0.025,64,1837,Trickling Biofilter
501.0,1008.7,0.078,115,8813,8.61,20.5,8.65,activated carbon,49,114.3,334.8,0.012,26,2533,Advanced Bio-scrubber
569.3,960.2,0.068,219,3068,7.49,24.4,2.92,biochar,43,138.7,252.9,0.007,43,307,Advanced Bio-scrubber
389.0,879.6,0.071,266,6753,7.71,35.6,7.02,woodchips,89,128.2,307.8,0.019,78,1883,Advanced Bio-scrubber
133.9,139.8,0.035,91,8237,7.32,24.0,5.89,gravel,54,38.1,31.8,0.009,21,1336,Compost Biofilter
413.0,433.4,0.058,204,8016,5.68,21.6,8.5,woodchips,80,94.7,164.5,0.012,26,1301,Advanced Bio-scrubber
443.8,389.4,0.059,25,7191,6.32,29.5,2.13,biochar,89,131.3,96.8,0.011,9,1047,Trickling Biofilter
542.2,496.2,0.013,225,2514,7.22,20.2,2.17,woodchips,80,110.3,134.3,0.004,75,411,Trickling Biofilter
347.6,196.4,0.116,51,3598,6.59,21.7,6.01,activated carbon,36,120.5,76.6,0.016,6,513,Trickling Biofilter
